ticket_id,milestone,title,status,dependencies,files,definition_of_done
M5-019,M5,Publication Pointer Integrity Sweep,ACCEPTED,M5-018,src/operations/monitoring/pointer_integrity.py;src/operations/monitoring/models.py;database/migrations/0083_operations_health_and_integrity.sql;tests/unit/operations/test_integrity_sweeps.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-020,M5,Orphan Detection,ACCEPTED,M5-019,src/operations/monitoring/orphans.py;src/operations/monitoring/models.py;tests/unit/operations/test_integrity_sweeps.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-021,M5,Stuck-Job Detection,ACCEPTED,M5-020,src/operations/monitoring/stuck_jobs.py;src/operations/monitoring/models.py;tests/unit/operations/test_integrity_sweeps.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-022,M5,Release Integrity Sweep,ACCEPTED,M5-021,src/operations/monitoring/release_integrity.py;src/operations/monitoring/models.py;tests/unit/operations/test_integrity_sweeps.py;tests/persistence/test_operations_health_migration.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-023,M5,Incident Persistence & Lifecycle,ACCEPTED,M5-022,database/migrations/0084_incident_recovery_control.sql;src/operations/incidents/models.py;src/operations/incidents/repository.py;src/operations/incidents/service.py;tests/unit/operations/test_incident_lifecycle.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-024,M5,Automatic Containment,ACCEPTED,M5-023,registries/operations/containment-rules.yaml;src/operations/containment/registry.py;src/operations/containment/service.py;tests/unit/operations/test_containment.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-025,M5,Recovery Command Framework,ACCEPTED,M5-024,registries/operations/recovery-actions.yaml;src/operations/recovery/registry.py;src/operations/recovery/framework.py;tests/unit/operations/test_recovery_framework.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-026,M5,Explicit Recovery Actions,ACCEPTED,M5-025,src/operations/recovery/actions.py;database/migrations/0167_reference_seed_data.sql;tests/unit/operations/test_explicit_recovery_actions.py;tests/persistence/test_incident_recovery_migration.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-027,M5,Backup Verification,ACCEPTED,M5-026,src/operations/backup/models.py;src/operations/backup/repository.py;src/operations/backup/service.py;database/migrations/0085_backup_restore_operations.sql;database/migrations/0168_reference_seed_data.sql;tests/unit/operations/test_backup_verification.py;tests/persistence/test_backup_restore_operations_migration.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-028,M5,Restore Verification,ACCEPTED,M5-027,src/operations/restore/models.py;src/operations/restore/repository.py;src/operations/restore/service.py;database/migrations/0085_backup_restore_operations.sql;tests/unit/operations/test_restore_verification.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-029,M5,Post-Restore Publication Freeze,ACCEPTED,M5-028,src/operations/restore/service.py;src/operations/restore/repository.py;src/publication/freeze/repository.py;database/migrations/0085_backup_restore_operations.sql;tests/unit/operations/test_restore_verification.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-030,M5,Operations Dashboard Projections,ACCEPTED,M5-029,src/operations/dashboard/models.py;src/operations/dashboard/projection.py;database/migrations/0085_backup_restore_operations.sql;tests/unit/operations/test_dashboard_projection.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M5-031,M5,Milestone 5 Certification Suite,ACCEPTED,M5-030,tests/certification/m5/test_milestone5_certification.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-001,M6,Service Identity Registry,ACCEPTED,M5-031,registries/security/service-identities-v1.0.yaml;src/security/identity/models.py;src/security/identity/registry.py;tests/contract/security/test_service_identity_registry.py;docs/implementation/M6-001.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-002,M6,Service Authentication Boundary,ACCEPTED,M6-001,src/security/authentication/models.py;src/security/authentication/boundary.py;tests/unit/security/test_service_authentication_boundary.py;docs/implementation/M6-002.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-003,M6,Database Least-Privilege Completion,ACCEPTED,M6-002,database/migrations/0142_service_roles.sql;database/migrations/0143_least_privilege_completion.sql;database/tests/test_service_role_permissions.sql;tests/persistence/security/test_database_least_privilege_sql.py;docs/implementation/M6-003.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-004,M6,Human Role Registry,ACCEPTED,M6-003,registries/security/human-roles-v1.0.yaml;src/security/authorization/models.py;src/security/authorization/registry.py;tests/contract/security/test_human_role_registry.py;docs/implementation/M6-004.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-005,M6,Authorization Policy Engine,ACCEPTED,M6-004,src/security/authorization/policy.py;src/security/authorization/__init__.py;tests/unit/security/test_authorization_policy.py;docs/implementation/M6-005.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-006,M6,Property-Scoped Authorization,ACCEPTED,M6-005,src/security/authorization/property_scope.py;tests/unit/security/test_property_scoped_authorization.py;docs/implementation/M6-006.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-007,M6,Audience Enforcement,ACCEPTED,M6-006,registries/security/audience-policy-v1.0.yaml;src/security/audience/registry.py;src/security/audience/enforcement.py;tests/contract/security/test_audience_policy_registry.py;tests/unit/security/test_audience_enforcement.py;docs/implementation/M6-007.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-008,M6,Response DTO Segregation,ACCEPTED,M6-007,src/security/responses/dto.py;src/security/responses/projector.py;tests/unit/security/test_response_dto_segregation.py;docs/implementation/M6-008.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-009,M6,Negative-Field Protection,ACCEPTED,M6-008,src/security/responses/negative_fields.py;tests/unit/security/test_negative_field_protection.py;docs/implementation/M6-009.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-010,M6,Private Media Authorization,ACCEPTED,M6-009,src/security/media/access.py;src/security/media/__init__.py;tests/unit/security/test_private_media_authorization.py;docs/implementation/M6-010.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-011,M6,Historical Report Access Control,ACCEPTED,M6-010,src/security/history/access.py;src/security/history/__init__.py;tests/unit/security/test_historical_report_access_control.py;docs/implementation/M6-011.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-012,M6,Privileged Command Authorization,ACCEPTED,M6-011,registries/security/privileged-command-policy-v1.0.yaml;src/security/privileged/registry.py;src/security/privileged/authorization.py;src/security/privileged/__init__.py;tests/contract/security/test_privileged_command_registry.py;tests/unit/security/test_privileged_command_authorization.py;docs/implementation/M6-012.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-013,M6,Break-Glass Controls,ACCEPTED,M6-012,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-014,M6,Security Event Taxonomy,ACCEPTED,M6-013,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-015,M6,Security Audit Persistence,ACCEPTED,M6-014,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-016,M6,Certification Persistence,ACCEPTED,M6-015,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-017,M6,Synthetic Fleet Generator,ACCEPTED,M6-016,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-018,M6,Synthetic Scenario Registry,ACCEPTED,M6-017,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-019,M6,Golden Fixture Framework,ACCEPTED,M6-018,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-020,M6,Normal Lifecycle Suite,ACCEPTED,M6-019,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-021,M6,Idempotency Suite,ACCEPTED,M6-020,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-022,M6,Variant-Isolation Suite,ACCEPTED,M6-021,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-023,M6,Stale-Build Suite,ACCEPTED,M6-022,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-024,M6,Publication Race Suite,ACCEPTED,M6-023,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-025,M6,Rollback / Invalidation Suite,ACCEPTED,M6-024,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-026,M6,Release Suite,ACCEPTED,M6-025,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-027,M6,Recovery Suite,ACCEPTED,M6-026,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-028,M6,Security Mutation Suite,ACCEPTED,M6-027,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-029,M6,Leakage / Negative-Field Suite,ACCEPTED,M6-028,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-030,M6,Chaos Harness,ACCEPTED,M6-029,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-031,M6,Disaster-Recovery Certification,ACCEPTED,M6-030,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-032,M6,Reproducibility Suite,ACCEPTED,M6-031,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-033,M6,Hard-Zero Metric Engine,ACCEPTED,M6-032,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-034,M6,Certification Runner,ACCEPTED,M6-033,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M6-035,M6,Milestone 6 Final Certification Suite,ACCEPTED,M6-034,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-001,M7,Production Certification Persistence Completion,ACCEPTED,M6-035,database/migrations/0087_production_certification_persistence.sql;src/production_certification/__init__.py;src/production_certification/models.py;src/production_certification/repository.py;tests/persistence/certification/test_production_certification_persistence_sql.py;tests/unit/production_certification/test_persistence_models.py;docs/implementation/M7-001.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-002,M7,Certification Candidate Freeze,ACCEPTED,M7-001,database/migrations/0088_production_candidate_manifest_environment.sql;src/production_certification/candidate/__init__.py;src/production_certification/candidate/freeze.py;tests/unit/production_certification/test_candidate_freeze.py;tests/persistence/certification/test_candidate_manifest_environment_sql.py;docs/implementation/M7-002.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-003,M7,Contract / Build Manifest Pinning,ACCEPTED,M7-002,src/production_certification/manifests/__init__.py;src/production_certification/manifests/pinning.py;tests/unit/production_certification/test_manifest_pinning.py;docs/implementation/M7-003.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-004,M7,Environment Parity Verification,ACCEPTED,M7-003,registries/production-certification/environment-parity.yaml;src/production_certification/environment/__init__.py;src/production_certification/environment/parity.py;tests/unit/production_certification/test_environment_parity.py;docs/implementation/M7-004.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-005,M7,Production Configuration Validation,ACCEPTED,M7-004,registries/production-certification/configuration-policy.yaml;src/production_certification/configuration/validation.py;database/migrations/0089_production_configuration_and_pilot.sql;tests/unit/production_certification/test_configuration_validation.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-006,M7,Real-Property Pilot Eligibility Resolver,ACCEPTED,M7-005,registries/production-certification/pilot-eligibility.yaml;src/production_certification/pilot/eligibility.py;database/migrations/0089_production_configuration_and_pilot.sql;tests/unit/production_certification/test_pilot_eligibility.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-007,M7,Shadow Mode Orchestrator,ACCEPTED,M7-006,src/production_certification/shadow/orchestrator.py;tests/unit/production_certification/test_shadow_orchestrator.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-008,M7,Shadow Cycle Tracking,ACCEPTED,M7-007,database/migrations/0090_shadow_cycle_manual_audit.sql;src/production_certification/shadow/tracking.py;tests/unit/production_certification/test_shadow_cycle_tracking.py;tests/persistence/certification/test_shadow_manual_audit_persistence_sql.py;docs/implementation/M7-008.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-009,M7,Manual Audit Sample Builder,ACCEPTED,M7-008,registries/production-certification/manual-audit-policy.yaml;src/production_certification/audit/sample.py;tests/unit/production_certification/test_manual_audit_sample.py;docs/implementation/M7-009.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-010,M7,Manual Audit Evidence Capture,ACCEPTED,M7-009,src/production_certification/audit/evidence.py;tests/unit/production_certification/test_manual_audit_evidence.py;docs/implementation/M7-010.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-011,M7,Shadow Acceptance Engine,ACCEPTED,M7-010,registries/production-certification/shadow-acceptance-policy.yaml;src/production_certification/shadow/acceptance.py;database/migrations/0091_shadow_acceptance_stop_limited_approval.sql;tests/unit/production_certification/test_shadow_acceptance.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-012,M7,Go-Live Stop Condition Engine,ACCEPTED,M7-011,registries/production-certification/go-live-stop-policy.yaml;src/production_certification/go_live/stop_conditions.py;database/migrations/0091_shadow_acceptance_stop_limited_approval.sql;tests/unit/production_certification/test_go_live_stop_conditions.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-013,M7,Limited Approval,ACCEPTED,M7-012,registries/production-certification/limited-approval-policy.yaml;src/production_certification/approval/limited.py;database/migrations/0091_shadow_acceptance_stop_limited_approval.sql;tests/unit/production_certification/test_limited_approval.py;tests/persistence/certification/test_go_live_acceptance_sql.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-014,M7,Cohort Registry & Membership Freezing,ACCEPTED,M7-013,registries/production-certification/cohort-policy.yaml;src/production_certification/cohort/membership.py;database/migrations/0092_cohort_25_rollout.sql;tests/unit/production_certification/test_cohort_membership.py;tests/persistence/certification/test_cohort_25_rollout_sql.py;docs/implementation/M7-014.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-015,M7,Cohort 25 Deployment,ACCEPTED,M7-014,src/production_certification/cohort/deployment.py;src/production_certification/repository.py;tests/unit/production_certification/test_cohort_25_deployment.py;docs/implementation/M7-015.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-016,M7,Cohort Evidence Certification,ACCEPTED,M7-015,registries/production-certification/cohort-evidence-certification.yaml;src/production_certification/cohort/certification.py;tests/unit/production_certification/test_cohort_evidence_certification.py;docs/implementation/M7-016.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-017,M7,Cohort 100 Deployment,ACCEPTED,M7-016,registries/production-certification/progressive-rollout-policy.yaml;src/production_certification/cohort/progressive.py;database/migrations/0093_progressive_cohort_rollout.sql;tests/unit/production_certification/test_progressive_cohort_rollout.py;tests/persistence/certification/test_progressive_cohort_rollout_sql.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-018,M7,Cohort 500 Deployment,ACCEPTED,M7-017,registries/production-certification/progressive-rollout-policy.yaml;src/production_certification/cohort/progressive.py;database/migrations/0093_progressive_cohort_rollout.sql;tests/unit/production_certification/test_progressive_cohort_rollout.py;tests/persistence/certification/test_progressive_cohort_rollout_sql.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-019,M7,Remaining Fleet Deployment,ACCEPTED,M7-018,registries/production-certification/progressive-rollout-policy.yaml;src/production_certification/cohort/progressive.py;database/migrations/0093_progressive_cohort_rollout.sql;tests/unit/production_certification/test_progressive_cohort_rollout.py;tests/persistence/certification/test_progressive_cohort_rollout_sql.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-020,M7,Manual Publication Policy,ACCEPTED,M7-019,registries/production-certification/manual-publication-policy.yaml;src/production_certification/go_live/publication_control.py;tests/unit/production_certification/test_publication_control.py;docs/implementation/M7-020.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-021,M7,Progressive Automation Policy,ACCEPTED,M7-020,registries/production-certification/progressive-automation-policy.yaml;src/production_certification/go_live/publication_control.py;database/migrations/0094_publication_automation_baselines.sql;tests/unit/production_certification/test_publication_control.py;tests/persistence/test_publication_automation_baseline_schema.py;docs/implementation/M7-021.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-022,M7,Rollback Baseline Capture,ACCEPTED,M7-021,src/production_certification/go_live/publication_control.py;database/migrations/0094_publication_automation_baselines.sql;tests/unit/production_certification/test_publication_control.py;tests/persistence/test_publication_automation_baseline_schema.py;docs/implementation/M7-022.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-023,M7,Cohort Rollback / Containment,ACCEPTED,M7-022,src/production_certification/go_live/finalization.py;database/migrations/0095_final_production_approval.sql;tests/unit/production_certification/test_finalization.py;tests/persistence/test_final_production_approval_schema.py;docs/implementation/M7-023.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-024,M7,Certification Evidence Bundle,ACCEPTED,M7-023,src/production_certification/go_live/finalization.py;database/migrations/0095_final_production_approval.sql;tests/unit/production_certification/test_finalization.py;tests/persistence/test_final_production_approval_schema.py;docs/implementation/M7-024.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-025,M7,Certification Revocation,ACCEPTED,M7-024,src/production_certification/go_live/finalization.py;database/migrations/0095_final_production_approval.sql;tests/unit/production_certification/test_finalization.py;tests/persistence/test_final_production_approval_schema.py;docs/implementation/M7-025.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-026,M7,Formal FULL_APPROVAL,ACCEPTED,M7-025,src/production_certification/go_live/finalization.py;registries/production-certification/full-approval-policy.yaml;database/migrations/0095_final_production_approval.sql;tests/unit/production_certification/test_finalization.py;tests/persistence/test_final_production_approval_schema.py;docs/implementation/M7-026.md,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M7-027,M7,Milestone 7 Final Certification Suite,BLOCKED,M7-026,registries/production-certification/final-certification-policy.yaml;src/production_certification/certification/__init__.py;src/production_certification/certification/final_suite.py;tests/certification/m7/test_milestone7_final_certification.py;docs/implementation/M7-027.md;scripts/certification/run_live_postgres_certification.py;tests/certification/m7/test_live_postgres_certification_harness.py;docs/runbooks/M7-027-LIVE-POSTGRES-CERTIFICATION.md;database/migrations/0143_least_privilege_completion.sql;.github/workflows/m7-live-postgres-certification.yml;tests/certification/m7/test_live_postgres_github_workflow.py;src/production_certification/certification/finalizer.py;scripts/certification/finalize_m7_from_live_evidence.py;tests/certification/m7/test_m7_live_evidence_finalizer.py;scripts/certification/freeze_repository_candidate.py;tests/certification/m7/test_repository_candidate_freeze.py;.gitignore;scripts/certification/bootstrap_github_remote.py;tests/certification/m7/test_github_repository_bootstrap.py,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-001,M8,Presentation Package Bootstrap,NOT_STARTED,M7-027,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-002,M8,Design Token System,NOT_STARTED,M8-001,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-003,M8,Shared Component Primitives,NOT_STARTED,M8-002,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-004,M8,Report Layout Shell,NOT_STARTED,M8-003,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-005,M8,Friendly Label Runtime,NOT_STARTED,M8-004,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-006,M8,Audience Presentation Policy,NOT_STARTED,M8-005,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-007,M8,Agent Report Experience,NOT_STARTED,M8-006,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-008,M8,Seller Report Experience,NOT_STARTED,M8-007,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-009,M8,Public Property Experience,NOT_STARTED,M8-008,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-010,M8,Diagram Grammar Runtime,NOT_STARTED,M8-009,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-011,M8,Lot / Context Diagram Renderer,NOT_STARTED,M8-010,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-012,M8,Diagram Accessibility Layer,NOT_STARTED,M8-011,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-013,M8,Media Pipeline,NOT_STARTED,M8-012,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-014,M8,Media Slot Components,NOT_STARTED,M8-013,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-015,M8,Evidence Disclosure Components,NOT_STARTED,M8-014,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-016,M8,Confidence / Limitation Components,NOT_STARTED,M8-015,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-017,M8,Responsive Layout System,NOT_STARTED,M8-016,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-018,M8,Mobile Navigation & Progressive Disclosure,NOT_STARTED,M8-017,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-019,M8,PDF Template Foundation,NOT_STARTED,M8-018,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-020,M8,Agent PDF,NOT_STARTED,M8-019,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-021,M8,Seller PDF,NOT_STARTED,M8-020,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-022,M8,Public PDF,NOT_STARTED,M8-021,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-023,M8,Print Templates,NOT_STARTED,M8-022,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-024,M8,Accessibility Runtime & Tests,NOT_STARTED,M8-023,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-025,M8,Stable Property Routing,NOT_STARTED,M8-024,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-026,M8,Branding Runtime,NOT_STARTED,M8-025,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-027,M8,Consumer Glossary UI,NOT_STARTED,M8-026,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-028,M8,What Changed UI,NOT_STARTED,M8-027,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-029,M8,Freshness / Version UI,NOT_STARTED,M8-028,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-030,M8,Empty / Missing / Unavailable States,NOT_STARTED,M8-029,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-031,M8,Visual Regression Harness,NOT_STARTED,M8-030,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-032,M8,Golden Presentation Fixtures,NOT_STARTED,M8-031,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-033,M8,Consumer Comprehension Test Harness,NOT_STARTED,M8-032,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-034,M8,Template Certification Runtime,NOT_STARTED,M8-033,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
M8-035,M8,Milestone 8 Final Certification Suite,NOT_STARTED,M8-034,,code_or_artifact_complete;required_tests_pass;contract_references_present;dependencies_accepted;pass_criteria_satisfied
